"Story","Title","Result","Date","Stability","Duration (s)"
"Testar Cadastrar Funcionario Duplicado","Cadastrar Funcionario Duplicado","FAILURE","2021-05-17T12:12:55.485-03:00[America/Sao_Paulo]","0.0","21.34"
